measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,200,Benin,1,Male,22,All Ages,945,Conflict and terrorism,1,Number,2017,8.76475848122025,10.750902604015124,7.067698828867487
1,Deaths,200,Benin,2,Female,22,All Ages,945,Conflict and terrorism,1,Number,2017,4.235241459069442,5.122826908740718,3.4943889752735444
1,Deaths,200,Benin,3,Both,22,All Ages,945,Conflict and terrorism,1,Number,2017,12.999999940289698,15.129343117854138,11.206169810087943
1,Deaths,123,Peru,1,Male,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,123,Peru,2,Female,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,123,Peru,3,Both,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,98,Chile,1,Male,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,98,Chile,2,Female,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,98,Chile,3,Both,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,305,Bermuda,1,Male,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,305,Bermuda,2,Female,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,305,Bermuda,3,Both,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,23,Kiribati,1,Male,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,23,Kiribati,2,Female,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,23,Kiribati,3,Both,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,48,Hungary,1,Male,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,48,Hungary,2,Female,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,48,Hungary,3,Both,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,175,Burundi,1,Male,22,All Ages,945,Conflict and terrorism,1,Number,2017,160.52990539872602,201.56205762667167,130.38831311947882
1,Deaths,175,Burundi,2,Female,22,All Ages,945,Conflict and terrorism,1,Number,2017,76.47003811766594,95.70079341037984,61.075816181845525
1,Deaths,175,Burundi,3,Both,22,All Ages,945,Conflict and terrorism,1,Number,2017,236.99994351639182,280.7781622950155,202.32252477866132
1,Deaths,149,Palestine,1,Male,22,All Ages,945,Conflict and terrorism,1,Number,2017,90.71071272958687,121.36456704647686,68.17866374791566
1,Deaths,149,Palestine,2,Female,22,All Ages,945,Conflict and terrorism,1,Number,2017,37.28928117960825,48.25957818753167,29.135745438826408
1,Deaths,149,Palestine,3,Both,22,All Ages,945,Conflict and terrorism,1,Number,2017,127.99999390919508,159.25269534792187,103.72384305216208
1,Deaths,74,Andorra,1,Male,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,74,Andorra,2,Female,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,74,Andorra,3,Both,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,349,Greenland,1,Male,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,349,Greenland,2,Female,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,349,Greenland,3,Both,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,99,Uruguay,1,Male,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,99,Uruguay,2,Female,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,99,Uruguay,3,Both,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,125,Colombia,1,Male,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,125,Colombia,2,Female,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,125,Colombia,3,Both,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,49,Macedonia,1,Male,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,49,Macedonia,2,Female,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,49,Macedonia,3,Both,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,201,Burkina Faso,1,Male,22,All Ages,945,Conflict and terrorism,1,Number,2017,65.47039231886373,80.37343129907902,53.63987168642624
1,Deaths,201,Burkina Faso,2,Female,22,All Ages,945,Conflict and terrorism,1,Number,2017,33.52960911026784,41.454679325406225,27.975694160077712
1,Deaths,201,Burkina Faso,3,Both,22,All Ages,945,Conflict and terrorism,1,Number,2017,99.00000142913154,115.30454660078651,85.51444839348186
1,Deaths,150,Oman,1,Male,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,150,Oman,2,Female,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,150,Oman,3,Both,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,75,Austria,1,Male,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,75,Austria,2,Female,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,75,Austria,3,Both,22,All Ages,945,Conflict and terrorism,1,Number,2017,0.0,0.0,0.0
1,Deaths,522,Sudan,1,Male,22,All Ages,945,Conflict and terrorism,1,Number,2017,949.8813501800693,1266.5415780435612,704.5822428063182
